ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.01437,0.12929,9.7444,8.0,64.3387,,,,NaN,,,,0 / 0,104524,2022-03-18 12:17:19:430
0.0431,0.13408,9.73482,8.0,62.3703,,,,NaN,,,,0 / 0,105024,2022-03-18 12:17:19:930
0.02873,0.12929,9.76355,8.0,44.9491,,,,NaN,,,,0 / 0,105524,2022-03-18 12:17:20:430
0.01915,0.11492,9.75398,8.0,56.4099,,,,NaN,,,,0 / 0,106024,2022-03-18 12:17:20:930
0.03352,0.1245,9.78271,8.0,62.5677,,,,NaN,,,,0 / 0,106524,2022-03-18 12:17:21:430
0.05267,0.11971,9.83538,8.0,63.8191,,,,NaN,,,,0 / 0,107024,2022-03-18 12:17:21:930
0.04788,0.09098,9.78271,8.0,50.7442,,,,NaN,,,,0 / 0,107524,2022-03-18 12:17:22:430
0.03831,0.09098,9.77792,8.0,48.5122,,,,NaN,,,,0 / 0,108024,2022-03-18 12:17:22:930
0.02873,0.11013,9.79707,8.0,41.2253,,,,NaN,,,,0 / 0,108524,2022-03-18 12:17:23:430
0.02873,0.11492,9.74919,8.0,48.4619,,,,NaN,,,,0 / 0,109024,2022-03-18 12:17:23:930
0.02873,0.10056,9.77792,8.0,62.0015,,,,NaN,,,,0 / 0,109524,2022-03-18 12:17:24:430
0.03831,0.10056,9.79707,8.0,58.1177,,,,NaN,,,,0 / 0,110024,2022-03-18 12:17:24:930
0.04788,0.13408,9.77313,8.0,52.0905,,,,NaN,,,,0 / 0,110524,2022-03-18 12:17:25:430
0.02873,0.08619,9.76834,8.0,43.6521,,,,NaN,,,,0 / 0,111024,2022-03-18 12:17:25:930
0.05746,0.10534,9.7875,8.0,44.7859,,,,NaN,,,,0 / 0,111524,2022-03-18 12:17:26:430
0.06225,0.11013,9.79707,8.0,52.0149,,,,NaN,,,,0 / 0,112024,2022-03-18 12:17:26:930
0.04788,0.1245,9.75877,8.0,51.8089,,,,NaN,,,,0 / 0,112524,2022-03-18 12:17:27:430
0.03831,0.09577,9.75398,8.0,56.3121,,,,NaN,,,,0 / 0,113024,2022-03-18 12:17:27:930
0.01915,0.1245,9.79229,8.0,50.9273,,,,NaN,,,,0 / 0,113523,2022-03-18 12:17:28:429
0.01915,0.1245,9.79229,8.0,50.4988,,,,NaN,,,,0 / 0,114024,2022-03-18 12:17:28:930
0.02394,0.11013,9.78271,8.0,50.2816,,,,NaN,,,,0 / 0,114524,2022-03-18 12:17:29:430
0.04788,0.1245,9.76355,8.0,50.6986,,,,NaN,,,,0 / 0,115024,2022-03-18 12:17:29:930
0.03352,0.10056,9.7875,8.0,51.5803,,,,NaN,,,,0 / 0,115524,2022-03-18 12:17:30:430
0.0431,0.09098,9.77792,8.0,48.4508,,,,NaN,,,,0 / 0,116024,2022-03-18 12:17:30:930
0.03831,0.07661,9.76834,8.0,51.3798,,,,NaN,,,,0 / 0,116524,2022-03-18 12:17:31:430
0.01915,0.10534,9.79707,8.0,52.8864,,,,NaN,,,,0 / 0,117024,2022-03-18 12:17:31:930
0.02873,0.14365,9.76834,8.0,56.4166,,,,NaN,,,,0 / 0,117524,2022-03-18 12:17:32:430
0.02873,0.11492,9.75877,8.0,56.9071,,,,NaN,,,,0 / 0,118024,2022-03-18 12:17:32:930
0.05267,0.13408,9.75877,8.0,54.0136,,,,NaN,,,,0 / 0,118524,2022-03-18 12:17:33:430
0.04788,0.10534,9.75398,8.0,55.7422,,,,NaN,,,,0 / 0,119024,2022-03-18 12:17:33:930
0.02873,0.11013,9.76355,8.0,52.8062,,,,NaN,,,,0 / 0,119523,2022-03-18 12:17:34:429
0.01915,0.10056,9.79707,8.0,51.317,,,,NaN,,,,0 / 0,120024,2022-03-18 12:17:34:930
0.03352,0.11013,9.78271,8.0,50.7308,,,,NaN,,,,0 / 0,120524,2022-03-18 12:17:35:430
0.03352,0.11492,9.77792,8.0,51.5481,,,,NaN,,,,0 / 0,121023,2022-03-18 12:17:35:929
0.03831,0.14365,9.77313,8.0,48.9302,,,,NaN,,,,0 / 0,121523,2022-03-18 12:17:36:429
0.00479,0.09577,9.7875,8.0,53.9499,,,,NaN,,,,0 / 0,122024,2022-03-18 12:17:36:930
0.03831,0.10534,9.7875,8.0,54.8017,,,,NaN,,,,0 / 0,122523,2022-03-18 12:17:37:429
0.02394,0.09098,9.7875,8.0,60.8373,,,,NaN,,,,0 / 0,123023,2022-03-18 12:17:37:929
0.0431,0.10056,9.76355,8.0,57.8711,,,,NaN,,,,0 / 0,123523,2022-03-18 12:17:38:429
0.00958,0.11013,9.77313,8.0,62.6146,,,,NaN,,,,0 / 0,124024,2022-03-18 12:17:38:930
0.03831,0.11013,9.79707,8.0,62.9063,,,,NaN,,,,0 / 0,124524,2022-03-18 12:17:39:430
0.03831,0.11971,9.7444,8.0,49.9023,,,,NaN,,,,0 / 0,125023,2022-03-18 12:17:39:929
0.05267,0.11013,9.73482,8.0,59.9781,,,,NaN,,,,0 / 0,125524,2022-03-18 12:17:40:430
0.02394,0.10056,9.78271,8.0,64.8653,,,,NaN,,,,0 / 0,126024,2022-03-18 12:17:40:930
0.01915,0.11492,9.76834,8.0,63.7586,,,,NaN,,,,0 / 0,126524,2022-03-18 12:17:41:430
0.04788,0.11971,9.79229,8.0,62.1158,,,,NaN,,,,0 / 0,127024,2022-03-18 12:17:41:930
0.02873,0.09577,9.7875,8.0,45.8,,,,NaN,,,,0 / 0,127524,2022-03-18 12:17:42:430
0.00958,0.10056,9.80186,8.0,52.9843,,,,NaN,,,,0 / 0,128024,2022-03-18 12:17:42:930
0.0431,0.1245,9.78271,8.0,53.3488,,,,NaN,,,,0 / 0,128524,2022-03-18 12:17:43:430
0.0431,0.10534,9.79229,8.0,57.1872,,,,NaN,,,,0 / 0,129024,2022-03-18 12:17:43:930
0.05746,0.10056,9.78271,8.0,63.2308,,,,NaN,,,,0 / 0,129524,2022-03-18 12:17:44:430
0.03352,0.07661,9.79229,8.0,59.7518,,,,NaN,,,,0 / 0,130024,2022-03-18 12:17:44:930
0.05267,0.10056,9.76355,8.0,56.7167,,,,NaN,,,,0 / 0,130524,2022-03-18 12:17:45:430
0.0431,0.09577,9.76834,8.0,52.4656,,,,NaN,,,,0 / 0,131024,2022-03-18 12:17:45:930
0.01437,0.08619,9.75398,8.0,48.0575,,,,NaN,,,,0 / 0,131524,2022-03-18 12:17:46:430
0.03352,0.12929,9.75877,8.0,50.7208,,,,NaN,,,,0 / 0,132024,2022-03-18 12:17:46:930
0.02873,0.09577,9.78271,8.0,60.7563,,,,NaN,,,,0 / 0,132524,2022-03-18 12:17:47:430
0.02873,0.12929,9.77792,8.0,54.8857,,,,NaN,,,,0 / 0,133024,2022-03-18 12:17:47:930
0.0431,0.10534,9.77792,8.0,53.7441,,,,NaN,,,,0 / 0,133524,2022-03-18 12:17:48:430
0.02394,0.11492,9.7875,8.0,62.1412,,,,NaN,,,,0 / 0,134024,2022-03-18 12:17:48:930
0.03831,0.11492,9.76834,8.0,56.1231,,,,NaN,,,,0 / 0,134524,2022-03-18 12:17:49:430
0.01915,0.0814,9.80665,8.0,57.7859,,,,NaN,,,,0 / 0,135024,2022-03-18 12:17:49:930
0.02873,0.10056,9.79707,8.0,51.5423,,,,NaN,,,,0 / 0,135524,2022-03-18 12:17:50:430
0.02873,0.10534,9.81623,8.0,47.2069,,,,NaN,,,,0 / 0,136024,2022-03-18 12:17:50:930
0.03352,0.11971,9.78271,8.0,49.2116,,,,NaN,,,,0 / 0,136524,2022-03-18 12:17:51:430
0.01437,0.15323,9.77792,8.0,49.7407,,,,NaN,,,,0 / 0,137024,2022-03-18 12:17:51:930
0.03352,0.10056,9.79707,8.0,46.0224,,,,NaN,,,,0 / 0,137524,2022-03-18 12:17:52:430
0.03352,0.10534,9.7875,8.0,56.2857,,,,NaN,,,,0 / 0,138024,2022-03-18 12:17:52:930
0.02394,0.09577,9.78271,8.0,54.0362,,,,NaN,,,,0 / 0,138524,2022-03-18 12:17:53:430
0.05267,0.1245,9.7875,8.0,47.7661,,,,NaN,,,,0 / 0,139024,2022-03-18 12:17:53:930
0.05746,0.08619,9.80665,8.0,37.3554,,,,NaN,,,,0 / 0,139524,2022-03-18 12:17:54:430
0.04788,0.0814,9.81144,8.0,39.2308,,,,NaN,,,,0 / 0,140024,2022-03-18 12:17:54:930
0.02873,0.1245,9.77792,8.0,57.9033,,,,NaN,,,,0 / 0,140524,2022-03-18 12:17:55:430
0.03831,0.11971,9.80186,8.0,60.882,,,,NaN,,,,0 / 0,141024,2022-03-18 12:17:55:930
0.0431,0.11492,9.76834,8.0,56.2207,,,,NaN,,,,0 / 0,141524,2022-03-18 12:17:56:430
0.03352,0.1245,9.73004,8.0,55.8037,,,,NaN,,,,0 / 0,142024,2022-03-18 12:17:56:930
0.01915,0.11492,9.76355,8.0,52.6203,,,,NaN,,,,0 / 0,142524,2022-03-18 12:17:57:430
0.02873,0.11013,9.78271,8.0,48.5946,,,,NaN,,,,0 / 0,143024,2022-03-18 12:17:57:930
0.03352,0.11492,9.78271,8.0,49.0543,,,,NaN,,,,0 / 0,143524,2022-03-18 12:17:58:430
0.02873,0.10534,9.7875,8.0,44.359,,,,NaN,,,,0 / 0,144024,2022-03-18 12:17:58:930
0.03352,0.11492,9.77792,8.0,46.3909,,,,NaN,,,,0 / 0,144524,2022-03-18 12:17:59:430
0.03352,0.11971,9.77792,8.0,49.7096,,,,NaN,,,,0 / 0,145023,2022-03-18 12:17:59:929
0.02873,0.1245,9.77313,8.0,50.8228,,,,NaN,,,,0 / 0,145524,2022-03-18 12:18:00:430
0.01915,0.09577,9.7875,8.0,57.5934,,,,NaN,,,,0 / 0,146024,2022-03-18 12:18:00:930
0.01915,0.1245,9.78271,8.0,68.7822,,,,NaN,,,,0 / 0,146524,2022-03-18 12:18:01:430
0.02873,0.10534,9.77313,8.0,59.3225,,,,NaN,,,,0 / 0,147024,2022-03-18 12:18:01:930
0.01915,0.11013,9.78271,8.0,55.9108,,,,NaN,,,,0 / 0,147524,2022-03-18 12:18:02:430
0.02873,0.12929,9.7875,8.0,50.9828,,,,NaN,,,,0 / 0,148024,2022-03-18 12:18:02:930
0.00958,0.11492,9.75877,8.0,42.6106,,,,NaN,,,,0 / 0,148524,2022-03-18 12:18:03:430
0.05267,0.09577,9.78271,8.0,44.2255,,,,NaN,,,,0 / 0,149024,2022-03-18 12:18:03:930
0.00958,0.11971,9.75877,8.0,41.6875,,,,NaN,,,,0 / 0,149524,2022-03-18 12:18:04:430
0.01915,0.10534,9.76834,8.0,59.9174,,,,NaN,,,,0 / 0,150023,2022-03-18 12:18:04:929
0.0431,0.13408,9.77313,8.0,52.8302,,,,NaN,,,,0 / 0,150524,2022-03-18 12:18:05:430
0.02873,0.11492,9.77313,8.0,58.9489,,,,NaN,,,,0 / 0,151024,2022-03-18 12:18:05:930
0.01915,0.1245,9.76355,8.0,65.9465,,,,NaN,,,,0 / 0,151524,2022-03-18 12:18:06:430
0.00479,0.11492,9.74919,8.0,62.4738,,,,NaN,,,,0 / 0,152024,2022-03-18 12:18:06:930
0.03352,0.09098,9.77313,8.0,58.8432,,,,NaN,,,,0 / 0,152524,2022-03-18 12:18:07:430
0.02394,0.10056,9.79707,8.0,53.454,,,,NaN,,,,0 / 0,153024,2022-03-18 12:18:07:930
-0.01915,0.05746,9.77313,8.0,57.9017,,,,NaN,,,,0 / 0,153524,2022-03-18 12:18:08:430
0.03352,0.13408,9.77313,8.0,53.6286,,,,NaN,,,,0 / 0,154024,2022-03-18 12:18:08:930
0.01437,0.11492,9.77792,8.0,56.6401,,,,NaN,,,,0 / 0,154524,2022-03-18 12:18:09:430
0.03352,0.13408,9.7875,8.0,51.7363,,,,NaN,,,,0 / 0,155024,2022-03-18 12:18:09:930
0.03831,0.14365,9.75877,8.0,48.3915,,,,NaN,,,,0 / 0,155524,2022-03-18 12:18:10:430
0.02394,0.10056,9.76834,8.0,42.9872,,,,NaN,,,,0 / 0,156023,2022-03-18 12:18:10:929
0.01437,0.11013,9.78271,8.0,49.6548,,,,NaN,,,,0 / 0,156524,2022-03-18 12:18:11:430
0.05267,0.1245,9.7875,8.0,53.5567,,,,NaN,,,,0 / 0,157024,2022-03-18 12:18:11:930
0.02873,0.10534,9.78271,8.0,51.1107,,,,NaN,,,,0 / 0,157524,2022-03-18 12:18:12:430
0.0431,0.11013,9.79229,8.0,50.4169,,,,NaN,,,,0 / 0,158024,2022-03-18 12:18:12:930
0.05746,0.10056,9.79229,8.0,60.4602,,,,NaN,,,,0 / 0,158524,2022-03-18 12:18:13:430
0.05267,0.11492,9.8258,8.0,55.1817,,,,NaN,,,,0 / 0,159024,2022-03-18 12:18:13:930
0.03352,0.10534,9.78271,8.0,51.4269,,,,NaN,,,,0 / 0,159524,2022-03-18 12:18:14:430
0.02394,0.09577,9.7875,8.0,54.1503,,,,NaN,,,,0 / 0,160024,2022-03-18 12:18:14:930
0.0431,0.13408,9.76834,8.0,51.2817,,,,NaN,,,,0 / 0,160524,2022-03-18 12:18:15:430
0.02394,0.11013,9.75877,8.0,62.5967,,,,NaN,,,,0 / 0,161024,2022-03-18 12:18:15:930
0.03831,0.12929,9.75877,8.0,56.0009,,,,NaN,,,,0 / 0,161524,2022-03-18 12:18:16:430
0.05267,0.10534,9.77792,8.0,62.8939,,,,NaN,,,,0 / 0,162024,2022-03-18 12:18:16:930
0.02873,0.11013,9.76834,8.0,57.7019,,,,NaN,,,,0 / 0,162524,2022-03-18 12:18:17:430
0.0431,0.10056,9.79707,8.0,56.5067,,,,NaN,,,,0 / 0,163024,2022-03-18 12:18:17:930
0.0431,0.11013,9.77313,8.0,56.2977,,,,NaN,,,,0 / 0,163524,2022-03-18 12:18:18:430
0.03352,0.10056,9.79707,8.0,60.2833,,,,NaN,,,,0 / 0,164024,2022-03-18 12:18:18:930
0.06225,0.11013,9.77792,8.0,58.0111,,,,NaN,,,,0 / 0,164524,2022-03-18 12:18:19:430
0.04788,0.10056,9.75877,8.0,58.88,,,,NaN,,,,0 / 0,165024,2022-03-18 12:18:19:930
0.01915,0.11971,9.77313,8.0,60.883,,,,NaN,,,,0 / 0,165524,2022-03-18 12:18:20:430
0.03831,0.09098,9.77313,8.0,59.767,,,,NaN,,,,0 / 0,166024,2022-03-18 12:18:20:930
0.03352,0.13408,9.77313,8.0,63.4009,,,,NaN,,,,0 / 0,166524,2022-03-18 12:18:21:430
0.0431,0.11492,9.7875,8.0,60.0046,,,,NaN,,,,0 / 0,167024,2022-03-18 12:18:21:930
0.00958,0.06225,9.80186,8.0,60.8639,,,,NaN,,,,0 / 0,167524,2022-03-18 12:18:22:430
0.01915,0.11971,9.77313,8.0,60.095,,,,NaN,,,,0 / 0,168024,2022-03-18 12:18:22:930
0.0431,0.11971,9.77313,8.0,59.9663,,,,NaN,,,,0 / 0,168524,2022-03-18 12:18:23:430
0.02394,0.11971,9.77313,8.0,53.8148,,,,NaN,,,,0 / 0,169024,2022-03-18 12:18:23:930
0.02873,0.10056,9.79229,8.0,63.765,,,,NaN,,,,0 / 0,169524,2022-03-18 12:18:24:430
0.03831,0.10534,9.82102,8.0,65.7948,,,,NaN,,,,0 / 0,170024,2022-03-18 12:18:24:930
0.02873,0.11492,9.76355,8.0,57.7539,,,,NaN,,,,0 / 0,170524,2022-03-18 12:18:25:430
0.05267,0.11013,9.76834,8.0,63.3634,,,,NaN,,,,0 / 0,171024,2022-03-18 12:18:25:930
0.03352,0.09577,9.7875,8.0,52.2874,,,,NaN,,,,0 / 0,171524,2022-03-18 12:18:26:430
0.01915,0.11492,9.75877,8.0,65.0338,,,,NaN,,,,0 / 0,172024,2022-03-18 12:18:26:930
0.03831,0.10056,9.77792,8.0,61.069,,,,NaN,,,,0 / 0,172524,2022-03-18 12:18:27:430
0.02394,0.11971,9.78271,8.0,56.8738,,,,NaN,,,,0 / 0,173024,2022-03-18 12:18:27:930
0.05746,0.11492,9.7875,8.0,56.5574,,,,NaN,,,,0 / 0,173524,2022-03-18 12:18:28:430
0.03831,0.09577,9.77313,8.0,63.7458,,,,NaN,,,,0 / 0,174024,2022-03-18 12:18:28:930
0.03352,0.09577,9.7444,8.0,63.6855,,,,NaN,,,,0 / 0,174524,2022-03-18 12:18:29:430
0.03352,0.11971,9.76834,8.0,61.0273,,,,NaN,,,,0 / 0,175024,2022-03-18 12:18:29:930
0.0431,0.10056,9.77792,8.0,60.0705,,,,NaN,,,,0 / 0,175523,2022-03-18 12:18:30:429
0.03352,0.11492,9.7444,8.0,64.0503,,,,NaN,,,,0 / 0,176024,2022-03-18 12:18:30:930
0.06225,0.11013,9.77313,8.0,67.0005,,,,NaN,,,,0 / 0,176524,2022-03-18 12:18:31:430
0.05267,0.10056,9.78271,8.0,48.5891,,,,NaN,,,,0 / 0,177024,2022-03-18 12:18:31:930
0.02394,0.11013,9.7875,8.0,57.2647,,,,NaN,,,,0 / 0,177524,2022-03-18 12:18:32:430
0.05267,0.11013,9.83059,8.0,55.2649,,,,NaN,,,,0 / 0,178024,2022-03-18 12:18:32:930
2.00155,-0.1245,16.36676,8.0,54.0308,,,,NaN,,,,0 / 0,178524,2022-03-18 12:18:33:430
-2.27449,-2.72939,9.72046,8.0,65.3326,,,,NaN,,,,0 / 0,179023,2022-03-18 12:18:33:929
0.85234,1.38385,9.32302,8.0,63.1044,,,,NaN,,,,0 / 0,179524,2022-03-18 12:18:34:430
-0.17717,1.62806,8.63828,8.0,59.8156,,,,NaN,,,,0 / 0,180024,2022-03-18 12:18:34:930
-1.48919,0.97683,9.30866,8.0,48.5818,,,,NaN,,,,0 / 0,180524,2022-03-18 12:18:35:430
